1,35,32,38,28,38,34
0,9,56,31,7,73,20
0,74,78,88,14,45,41
0,5,34,55,85,2,13
0,21,61,1,79,10,11
0,73,38,94,8,30,62
1,10,68,29,1,10,89
1,79,15,41,23,17,60
0,72,55,53,8,87,5
1,7,2,93,91,4,5
1,80,5,29,25,62,13
1,83,65,61,84,10,6
1,61,57,32,14,38,48
1,50,72,8,29,59,12
0,32,20,22,56,36,8
1,98,13,43,22,45,33
1,21,39,41,36,60,4
1,29,27,62,14,39,47
0,11,4,63,22,60,18
1,74,37,20,11,41,48
1,99,25,67,22,24,54
0,60,79,100,7,84,9
1,83,81,33,42,35,23
0,83,64,34,32,34,34
1,34,90,32,74,13,13
1,47,45,38,49,3,48
1,73,11,25,36,52,12
1,96,22,83,43,3,54
1,64,77,49,33,19,48
0,91,75,41,7,25,68
1,34,56,47,71,11,18
1,73,39,50,46,41,13
0,33,88,21,84,11,5
1,94,71,67,1,45,54
0,8,81,24,11,62,27
0,30,98,65,70,17,13
0,9,69,56,7,4,89
1,17,89,41,1,95,4
1,41,40,31,53,6,41
1,14,67,29,30,38,32
1,59,88,62,77,18,5
0,93,90,22,30,24,46
1,1,62,50,52,17,31
0,46,32,18,1,94,5
0,57,52,94,14,11,75
1,79,23,63,2,45,53
1,19,8,21,1,53,46
0,86,82,32,7,3,90
1,13,76,4,71,3,26
1,16,58,3,81,6,13
1,22,15,14,42,28,30
0,78,55,88,77,4,19
1,85,1,67,84,7,9
0,86,74,94,16,59,25
0,95,5,83,18,41,41
0,62,48,68,79,10,11
1,44,13,16,14,71,15
1,62,54,16,33,33,34
1,11,90,46,44,24,32
0,82,20,94,35,3,62
0,75,77,29,61,12,27
1,19,53,66,2,80,18
0,63,11,83,21,7,72
1,71,92,35,21,39,40
1,28,73,2,15,58,27
1,20,21,52,49,32,19
1,52,72,81,8,88,4
0,1,99,78,84,14,2
0,30,49,57,31,66,3
1,24,71,47,67,6,27
0,22,8,100,21,24,55
1,53,76,9,8,31,61
0,52,92,34,22,52,26
1,43,21,10,16,45,39
0,74,32,50,19,5,76
1,83,26,20,26,5,69
1,97,15,87,81,13,6
1,31,62,89,46,48,6
1,64,65,84,37,17,46
0,69,1,14,8,65,27
1,68,23,73,65,30,5
0,31,60,53,37,44,19
1,23,11,17,58,31,11
0,86,90,72,2,73,25
0,40,23,64,22,17,61
0,96,26,95,30,3,67
0,43,59,53,4,41,55
1,82,76,7,49,36,15
0,12,46,93,7,80,13
0,74,12,9,93,2,5
1,49,30,66,58,16,26
0,100,35,37,49,17,34
1,6,90,24,15,3,82
0,84,60,66,86,3,11
0,85,41,43,28,4,68
1,61,52,53,14,66,20
0,4,48,61,85,3,12
1,69,81,20,1,93,6
1,26,66,1,78,11,11
0,68,28,19,43,11,46
